gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Probability,Segment,Segment_Name,Risk_Level,Priority,Retention_Action
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,1,0.6964955526636233,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0,0.2724663249161169,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,0,0.8412107055107169,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,1,0.8823844313928975,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,0,0.0738086535373529,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,0,0.0435922967667222,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,0,0.129999570744539,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,0,0.1176544565295455,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,0,0.3726375256866316,2,Premium Loyal Customers,Medium,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,0,0.6255007810839385,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,0,0.7231743030916641,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,65.0,2531.8,0,0.2087377169079544,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,1,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,1,0.794740671628089,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,1,0.5892176709516802,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,99.0,4298.45,0,0.4754992477202437,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,93.5,4619.55,0,0.2996674464602481,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,147.15,1,0.745510524697867,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,1,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,40.2,40.2,1,0.7943895697488194,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Male,0,No,Yes,32,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),83.7,2633.3,0,0.1493272608800362,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.85,193.05,0,0.4261838292010941,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,Yes,Yes,67,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59.55,4103.9,0,0.0667516682119022,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.1,7008.15,0,0.0767572416970115,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),114.35,5791.1,0,0.2244913152623918,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.6,80.55,1,0.6703923674305158,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,1,Yes,No,29,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.0,1228.65,0,0.6025288552910528,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Male,1,No,No,3,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,41.15,132.2,1,0.8728845925545979,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Male,1,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.9,1364.3,1,0.8894030124986169,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,1,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.85,4925.35,0,0.7057456905608245,2,Premium Loyal Customers,High,Critical,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,31,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),49.85,1520.1,0,0.1010062205711362,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,113.3,5032.25,0,0.2420614334898506,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,88.1,5526.75,0,0.0293253903331555,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1195.25,0,0.0221010119776275,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.0,2007.25,0,0.6305759056543392,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1099.6,1,0.0112217338954352,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.25,1732.95,0,0.0133139474993507,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.45,1511.2,1,0.8402410552646506,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,59.75,3450.15,0,0.0332303252065016,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8,24.8,1,0.7121095208741643,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Male,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,107.05,2172.05,0,0.7670410738718699,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.6,70.6,1,0.7458835795461656,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,1,0.7904132277829278,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.05,5624.85,1,0.7768615031127603,2,Premium Loyal Customers,High,Critical,VIP Rewards & Exclusive Loyalty Benefits
Male,1,Yes,No,21,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.95,1339.8,0,0.4531321791828044,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,771.95,0,0.7648485670858128,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,5,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.55,244.75,0,0.4867071882643946,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,55.15,322.9,0,0.3692827365855179,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,51.2,498.25,0,0.5412055598546668,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.4,25.4,0,0.3955802515422117,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,0,0.0988379765390969,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,1,0.6734184757145721,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,0,0.5686197868409049,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,0,0.619969792524003,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,1,0.8099134352037907,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,1,0.8280671627150177,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,1,0.6045013271921361,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,1,0.8239526288873406,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,0,0.0770296141864117,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,0,0.1807361360380316,1,High-Risk Premium Customers,Low,Normal,Proactive Discount + Priority Suppor
Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,0,0.9134902017040966,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,0,0.3003498527792118,3,New Low-Value Customers,Medium,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,0,0.4169762896994063,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,0,0.0720187370976446,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,0,0.8607281915675707,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,0,0.5872120244808835,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,1,0.6702135760995295,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,0,0.4370567840047479,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,1,0.9335250740703872,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,0,0.8198540534668725,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,0,0.0271401505522186,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,0,0.5498959206966294,1,High-Risk Premium Customers,Medium,High,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,0,0.0152565692460429,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,1,0.7896422208008826,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,0,0.0815116080469045,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,0,0.7085464746710392,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,0,0.1663733947797423,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,0,0.5156782734718307,3,New Low-Value Customers,Medium,High,Welcome Offer + Onboarding Support 
Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,0,0.6652061813240363,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,0,0.1347174764137926,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,0,0.8659042262694164,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,1,0.8762972853585766,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,0,0.1787852240809579,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,0,0.0094087770846304,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,1,0.0699525892412153,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,1,0.860665184978773,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,0,0.6420997146610636,1,High-Risk Premium Customers,High,High,Proactive Discount + Priority Suppor
Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,1,0.0944263379422142,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,0,0.0545045327737033,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,0,0.7702042652526897,3,New Low-Value Customers,High,Critical,Welcome Offer + Onboarding Support 
Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,0,0.1747023062028788,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,0,0.0408388534894584,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,0,0.5936552543122755,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,0,0.8107439140612486,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,1,0.8752208814214967,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,0,0.6396895271557284,3,New Low-Value Customers,High,High,Welcome Offer + Onboarding Support 
Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,0,0.7702833464636378,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,0,0.0365039814716449,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,0,0.2612854192693964,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,0,0.4163263866846348,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,1,0.8778857676836892,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,1,0.7592673191714578,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,1,0.072906883901259,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,1,0.487871603633741,2,Premium Loyal Customers,Medium,High,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,0,0.0732252169046711,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,0,0.7139685106151286,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,1,0.7345290842555074,2,Premium Loyal Customers,High,Critical,VIP Rewards & Exclusive Loyalty Benefits
Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,0,0.2130994336428708,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,0,0.0289072860159375,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,0,0.0977683877875248,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,0,0.0189069174099935,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,0,0.0507488008337808,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,0,0.90766441243949,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,1,0.9105101289506048,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,0,0.0063940333851989,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,0,0.7972462265537745,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,0,0.1594144061882984,2,Premium Loyal Customers,Low,Normal,VIP Rewards & Exclusive Loyalty Benefits
Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,0,0.0443315833239059,0,Loyal Long-Term Customers,Low,Normal,Personalized Upsell & Cross-Sell Offers
Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,0,0.2015047988312772,3,New Low-Value Customers,Low,Normal,Welcome Offer + Onboarding Support 
Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,0,0.9098026634501808,1,High-Risk Premium Customers,High,Critical,Proactive Discount + Priority Suppor
